#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:48:38       0     71     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:38       1    199     29     41     71     24      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:48:43       0     70     27     33      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:43       1    204     29     40     74     26      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:48:48       0    118     28     32      5      0      0      0      0      0   2619   1980   8553   8554      0 
 20260905    03:48:48       1    203     29     41     72     25      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:48:53       0    118     28     34      0      0      0      0      0      0   2619   1980   9159   9160      0 
 20260905    03:48:53       1    131     28     38     20      6      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:48:58       0    181     30     36     37     12      0      0      0      0   2619   1980  11441  11442      0 
 20260905    03:48:58       1    201     29     40     73     25      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:49:03       0    179     30     36     44     16      0      0      0      0   2619   1980  11447  11448      0 
 20260905    03:49:03       1    209     29     40     74     26      0      0      0      0   2619   1590  12083  12084      0 
 20260905    03:49:08       0    177     31     37     32     11      0      0      0      0   2619   1980  11453  11454      0 
 20260905    03:49:08       1    197     29     40     70     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:13       0    178     30     36     42     15      0      0      0      0   2619   1980  11459  11460      0 
 20260905    03:49:13       1    200     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:18       0    185     31     36     37     14      0      0      0      0   2619   1980  11465  11466      0 
 20260905    03:49:18       1    207     29     40     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:23       0    222     32     40     63     22      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:49:23       1    220     29     40     69     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:28       0    224     32     39     62     22      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:49:28       1    196     29     40     72     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:33       0    222     33     39     64     23      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:49:33       1    200     29     41     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:38       0    226     33     40     65     23      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:49:38       1    196     29     41     70     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:43       0    232     33     40     62     23      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:49:43       1    198     29     40     67     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:49       0    229     33     40     64     22      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:49:49       1    196     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:54       0    234     33     40     65     24      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:49:54       1    200     29     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:49:59       0    238     34     40     58     22      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:49:59       1    205     30     40     74     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:04       0    230     33     40     64     23      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:50:04       1    249     32     44    100     50      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:09       0    232     33     40     64     23      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:50:09       1    195     29     40     72     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:14       0    187     32     38     41     15      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:50:14       1    202     29     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:19       0    220     33     40     64     23      0      0      0      0   2619   1980  12071  12072      0 
 20260905    03:50:19       1    193     29     40     70     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:24       0    227     33     41     65     23      0      0      0      0   2619   1980  12071  12072      0 
 20260905    03:50:24       1    202     29     40     72     25      0      0      0      0   2619   1590  12327  12328      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:50:29       0    229     33     38     40     14      0      0      0      0   2619   1980  12071  12072      0 
 20260905    03:50:29       1    206     30     42     74     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:34       0    225     33     40     64     23      0      0      0      0   2619   1980  12073  12074      0 
 20260905    03:50:34       1    196     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:39       0    229     33     42     65     23      0      0      0      0   2619   1980  12073  12074      0 
 20260905    03:50:39       1    200     29     39     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:44       0    235     33     40     44     16      0      0      0      0   2619   1980  12075  12076      0 
 20260905    03:50:44       1    205     30     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:49       0    291     33     40     62     22      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:50:49       1    198     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:54       0    234     33     41     65     23      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:50:54       1    200     29     40     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:50:59       0    232     34     40     66     24      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:50:59       1    206     30     40     74     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:04       0    238     34     41     66     24      0      0      0      0   2619   1980  12321  12322      0 
